R1S01    0.000  -20.000    0.000    0.000    1.000    1.000  180.000
R1S02    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R1S03    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R1S04    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R1S05    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R1S06    0.000    0.000    0.000    0.000    1.000    1.000  180.000
R1S07    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R1S08    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R1S09    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R1S10    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S01    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S02    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S03    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S04    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S05    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S06    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S07    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S08    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S09    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S10    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S11    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S12    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S13    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R2S14    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S01    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S02    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S03    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S04    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S05    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S06    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S07    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S08    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S09    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S10    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S11    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S12    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S13    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S14    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S15    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S16    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S17    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R3S18    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S01    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S02    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S03    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S04    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S05    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S06    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S07    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S08    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S09    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S10    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S11    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S12    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S13    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S14    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S15    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S16    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S17    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S18    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S19    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S20    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S21    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S22    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S23    0.000    0.000    0.000    0.000    0.000    0.000    0.000
R4S24    0.000    0.000    0.000    0.000    0.000    0.000    0.000
